country,region_id,region_name,year,risk_zone,i_drought_days,crust_flag,elf_raw,i_frost_days,frost_catastrophic,lr_standard_pct,lr_winter_pct,lr_full_pct,lat,lon,clay_pct,sowing_doy
RO,RO-AB,Alba,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,46.08,23.58,28,253
RO,RO-AR,Arad,1996,Z2,0,0,0.02931223075135632,0,0,1.05,0.0,6.05,46.17,21.31,32,255
RO,RO-AG,Argeș,1996,Z2,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,44.87,24.87,35,257
RO,RO-BC,Bacău,1996,Z3,0,0,0.02931223075135632,1,1,1.05,5.15,11.2,46.57,26.91,30,250
RO,RO-BH,Bihor,1996,Z2,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,47.05,22.0,30,252
RO,RO-BN,Bistrița-Năsăud,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,47.13,24.5,25,248
RO,RO-BT,Botoșani,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,47.75,26.67,30,245
RO,RO-BV,Brașov,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.65,25.6,22,250
RO,RO-BR,Brăila,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.27,27.96,38,258
RO,RO-B,București,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,44.43,26.1,38,258
RO,RO-BZ,Buzău,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.15,26.82,35,257
RO,RO-CS,Caraș-Severin,1996,Z2,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.3,21.9,28,255
RO,RO-CL,Călărași,1996,Z1,1,0,0.041091278200465015,0,0,1.47,0.0,6.47,44.2,26.33,40,260
RO,RO-CJ,Cluj,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,46.77,23.6,26,250
RO,RO-CT,Constanța,1996,Z1,0,0,0.02931223075135632,0,0,1.05,0.0,6.05,44.18,28.65,25,262
RO,RO-CV,Covasna,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.85,26.18,24,250
RO,RO-DB,Dâmbovița,1996,Z2,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,44.93,25.45,35,257
RO,RO-DJ,Dolj,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,44.32,23.81,42,258
RO,RO-GL,Galați,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.43,28.05,35,258
RO,RO-GR,Giurgiu,1996,Z1,0,0,0.02931223075135632,0,0,1.05,0.0,6.05,43.9,25.97,42,260
RO,RO-GJ,Gorj,1996,Z2,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,44.95,23.28,30,255
RO,RO-HR,Harghita,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,46.5,25.5,22,248
RO,RO-HD,Hunedoara,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.72,22.91,28,253
RO,RO-IL,Ialomița,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,44.6,27.38,30,260
RO,RO-IS,Iași,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,47.15,27.6,33,248
RO,RO-IF,Ilfov,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,44.55,26.12,38,258
RO,RO-MM,Maramureș,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,47.65,24.1,25,247
RO,RO-MH,Mehedinți,1996,Z2,0,0,0.02931223075135632,0,0,1.05,0.0,6.05,44.63,22.65,32,255
RO,RO-MS,Mureș,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,46.55,24.57,26,250
RO,RO-NT,Neamț,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,47.0,26.37,28,250
RO,RO-OT,Olt,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,44.43,24.37,40,258
RO,RO-PH,Prahova,1996,Z2,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.07,25.98,35,257
RO,RO-SM,Satu Mare,1996,Z2,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,47.8,22.88,28,250
RO,RO-SJ,Sălaj,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,47.18,23.05,27,250
RO,RO-SB,Sibiu,1996,Z3,0,0,0.02931223075135632,1,1,1.05,5.15,11.2,45.8,24.15,25,252
RO,RO-SV,Suceava,1996,Z3,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,47.65,25.95,27,247
RO,RO-TR,Teleorman,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,43.97,25.0,42,260
RO,RO-TM,Timiș,1996,Z2,0,0,0.02931223075135632,0,0,1.05,0.0,6.05,45.75,21.23,33,255
RO,RO-TL,Tulcea,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.18,28.8,28,260
RO,RO-VS,Vaslui,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,46.64,27.73,32,250
RO,RO-VL,Vâlcea,1996,Z2,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.1,24.37,30,255
RO,RO-VN,Vrancea,1996,Z1,0,0,0.02931223075135632,0,1,1.05,5.0,11.05,45.7,27.07,35,252
