country,region_id,region_name,year,risk_zone,i_drought_days,crust_flag,elf_raw,i_frost_days,frost_catastrophic,lr_standard_pct,lr_winter_pct,lr_full_pct,lat,lon,clay_pct,sowing_doy
RO,RO-AB,Alba,2015,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,46.08,23.58,28,253
RO,RO-AR,Arad,2015,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,46.17,21.31,32,255
RO,RO-AG,Argeș,2015,Z2,0,1,0.009134684189400336,0,0,1.83,0.0,6.83,44.87,24.87,35,257
RO,RO-BC,Bacău,2015,Z3,0,0,0.009134684189400336,2,0,0.33,0.3,5.63,46.57,26.91,30,250
RO,RO-BH,Bihor,2015,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.05,22.0,30,252
RO,RO-BN,Bistrița-Năsăud,2015,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.13,24.5,25,248
RO,RO-BT,Botoșani,2015,Z1,0,0,0.009134684189400336,2,0,0.33,0.3,5.63,47.75,26.67,30,245
RO,RO-BV,Brașov,2015,Z3,0,0,0.009134684189400336,1,0,0.33,0.15,5.48,45.65,25.6,22,250
RO,RO-BR,Brăila,2015,Z1,8,0,0.13164405250562752,0,0,4.72,0.0,9.72,45.27,27.96,38,258
RO,RO-B,București,2015,Z1,7,0,0.09652032552329681,0,0,3.46,0.0,8.46,44.43,26.1,38,258
RO,RO-BZ,Buzău,2015,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,45.15,26.82,35,257
RO,RO-CS,Caraș-Severin,2015,Z2,0,0,0.009134684189400336,4,0,0.33,0.6,5.93,45.3,21.9,28,255
RO,RO-CL,Călărași,2015,Z1,11,0,0.3022724360915589,0,0,10.85,0.0,15.85,44.2,26.33,40,260
RO,RO-CJ,Cluj,2015,Z3,0,0,0.009134684189400336,1,0,0.33,0.15,5.48,46.77,23.6,26,250
RO,RO-CT,Constanța,2015,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,44.18,28.65,25,262
RO,RO-CV,Covasna,2015,Z3,0,0,0.009134684189400336,2,0,0.33,0.3,5.63,45.85,26.18,24,250
RO,RO-DB,Dâmbovița,2015,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,44.93,25.45,35,257
RO,RO-DJ,Dolj,2015,Z1,7,0,0.09652032552329681,0,0,3.46,0.0,8.46,44.32,23.81,42,258
RO,RO-GL,Galați,2015,Z1,8,0,0.13164405250562752,0,0,4.72,0.0,9.72,45.43,28.05,35,258
RO,RO-GR,Giurgiu,2015,Z1,7,0,0.09652032552329681,0,0,3.46,0.0,8.46,43.9,25.97,42,260
RO,RO-GJ,Gorj,2015,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,44.95,23.28,30,255
RO,RO-HR,Harghita,2015,Z3,0,0,0.009134684189400336,5,0,0.33,0.75,6.08,46.5,25.5,22,248
RO,RO-HD,Hunedoara,2015,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,45.72,22.91,28,253
RO,RO-IL,Ialomița,2015,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,44.6,27.38,30,260
RO,RO-IS,Iași,2015,Z1,2,0,0.01822621460580879,2,0,0.65,0.3,5.95,47.15,27.6,33,248
RO,RO-IF,Ilfov,2015,Z1,4,0,0.03603723357084454,0,0,1.29,0.0,6.29,44.55,26.12,38,258
RO,RO-MM,Maramureș,2015,Z3,0,0,0.009134684189400336,2,0,0.33,0.3,5.63,47.65,24.1,25,247
RO,RO-MH,Mehedinți,2015,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,44.63,22.65,32,255
RO,RO-MS,Mureș,2015,Z3,2,0,0.01822621460580879,0,0,0.65,0.0,5.65,46.55,24.57,26,250
RO,RO-NT,Neamț,2015,Z3,0,0,0.009134684189400336,8,1,0.33,6.2,11.53,47.0,26.37,28,250
RO,RO-OT,Olt,2015,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,44.43,24.37,40,258
RO,RO-PH,Prahova,2015,Z2,9,0,0.17704464793438088,1,0,6.35,0.15,11.5,45.07,25.98,35,257
RO,RO-SM,Satu Mare,2015,Z2,3,0,0.025668175767341234,0,0,0.92,0.0,5.92,47.8,22.88,28,250
RO,RO-SJ,Sălaj,2015,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.18,23.05,27,250
RO,RO-SB,Sibiu,2015,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,45.8,24.15,25,252
RO,RO-SV,Suceava,2015,Z3,0,0,0.009134684189400336,7,0,0.33,1.05,6.38,47.65,25.95,27,247
RO,RO-TR,Teleorman,2015,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,43.97,25.0,42,260
RO,RO-TM,Timiș,2015,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,45.75,21.23,33,255
RO,RO-TL,Tulcea,2015,Z1,10,0,0.23388549229737815,0,0,8.39,0.0,13.39,45.18,28.8,28,260
RO,RO-VS,Vaslui,2015,Z1,0,0,0.009134684189400336,2,0,0.33,0.3,5.63,46.64,27.73,32,250
RO,RO-VL,Vâlcea,2015,Z2,0,0,0.009134684189400336,1,0,0.33,0.15,5.48,45.1,24.37,30,255
RO,RO-VN,Vrancea,2015,Z1,0,0,0.009134684189400336,1,0,0.33,0.15,5.48,45.7,27.07,35,252
