country,region_id,region_name,year,risk_zone,i_drought_days,crust_flag,elf_raw,i_frost_days,frost_catastrophic,lr_standard_pct,lr_winter_pct,lr_full_pct,lat,lon,clay_pct,sowing_doy
PL,PL-DS,Lower Silesia,2020,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,51.13,16.99,30,245
PL,PL-KP,Kuyavian-Pomeranian,2020,Z3,17,0,0.7796280248474575,0,0,27.98,0.0,32.98,53.17,18.01,28,243
PL,PL-LU,Lublin,2020,Z2,0,0,0.009134684189400336,1,0,0.33,0.17,5.5,51.25,22.57,32,245
PL,PL-LB,Lubusz,2020,Z3,12,0,0.38071842411903734,0,0,13.66,0.0,18.66,52.22,15.51,27,245
PL,PL-LD,Łódź,2020,Z1,10,0,0.23388549229737815,0,0,8.39,0.0,13.39,51.77,19.46,33,245
PL,PL-MA,Lesser Poland,2020,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,49.71,20.43,30,247
PL,PL-MZ,Masovian,2020,Z1,0,0,0.009134684189400336,1,0,0.33,0.17,5.5,52.22,21.01,33,244
PL,PL-OP,Opole,2020,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,50.67,17.93,32,246
PL,PL-PK,Subcarpathian,2020,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,50.06,22.01,28,248
PL,PL-PD,Podlaskie,2020,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,53.13,22.78,27,242
PL,PL-PM,Pomerania,2020,Z3,9,0,0.17704464793438088,0,0,6.35,0.0,11.35,54.18,17.53,27,242
PL,PL-SL,Silesia,2020,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,50.43,19.02,32,246
PL,PL-SK,Świętokrzyskie,2020,Z2,10,0,0.23388549229737815,0,0,8.39,0.0,13.39,50.87,20.63,30,246
PL,PL-WN,Warmia-Mazury,2020,Z1,6,0,0.07001232730440324,0,0,2.51,0.0,7.51,53.83,20.48,25,242
PL,PL-WP,Greater Poland,2020,Z3,0,0,0.009134684189400336,1,0,0.33,0.17,5.5,52.41,17.08,29,244
PL,PL-ZP,West Pomerania,2020,Z3,2,0,0.01822621460580879,0,0,0.65,0.0,5.65,53.43,15.57,27,242
