country,region_id,region_name,year,risk_zone,i_drought_days,crust_flag,elf_raw,i_frost_days,frost_catastrophic,lr_standard_pct,lr_winter_pct,lr_full_pct,lat,lon,clay_pct,sowing_doy
PL,PL-DS,Lower Silesia,2006,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,51.13,16.99,30,245
PL,PL-KP,Kuyavian-Pomeranian,2006,Z3,0,0,0.009134684189400336,1,0,0.33,0.17,5.5,53.17,18.01,28,243
PL,PL-LU,Lublin,2006,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,51.25,22.57,32,245
PL,PL-LB,Lubusz,2006,Z3,11,0,0.3022724360915589,0,0,10.85,0.0,15.85,52.22,15.51,27,245
PL,PL-LD,Łódź,2006,Z1,5,0,0.05037845155623271,0,0,1.81,0.0,6.81,51.77,19.46,33,245
PL,PL-MA,Lesser Poland,2006,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,49.71,20.43,30,247
PL,PL-MZ,Masovian,2006,Z1,0,0,0.009134684189400336,1,0,0.33,0.17,5.5,52.22,21.01,33,244
PL,PL-OP,Opole,2006,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,50.67,17.93,32,246
PL,PL-PK,Subcarpathian,2006,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,50.06,22.01,28,248
PL,PL-PD,Podlaskie,2006,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,53.13,22.78,27,242
PL,PL-PM,Pomerania,2006,Z3,1,0,0.012913301141131968,0,0,0.46,0.0,5.46,54.18,17.53,27,242
PL,PL-SL,Silesia,2006,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,50.43,19.02,32,246
PL,PL-SK,Świętokrzyskie,2006,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,50.87,20.63,30,246
PL,PL-WN,Warmia-Mazury,2006,Z1,0,0,0.009134684189400336,3,0,0.33,0.52,5.85,53.83,20.48,25,242
PL,PL-WP,Greater Poland,2006,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,52.41,17.08,29,244
PL,PL-ZP,West Pomerania,2006,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,53.43,15.57,27,242
