country,region_id,region_name,year,risk_zone,i_drought_days,crust_flag,elf_raw,i_frost_days,frost_catastrophic,lr_standard_pct,lr_winter_pct,lr_full_pct,lat,lon,clay_pct,sowing_doy
HU,HU-BA,Baranya,1997,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,45.98,18.22,35,255
HU,HU-BE,Békés,1997,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,46.77,21.1,40,257
HU,HU-BK,Bács-Kiskun,1997,Z1,42,0,0.9999552108569321,0,0,35.89,0.0,40.89,46.57,19.37,35,257
HU,HU-BO,Borsod,1997,Z1,0,0,0.009134684189400336,1,0,0.33,0.14,5.47,48.1,20.78,30,248
HU,HU-CS,Csongrád-Csanád,1997,Z1,3,0,0.025668175767341234,0,0,0.92,0.0,5.92,46.35,20.18,42,258
HU,HU-FE,Fejér,1997,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.12,18.53,35,255
HU,HU-GS,Győr-Moson-Sopron,1997,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.68,17.25,28,253
HU,HU-HB,Hajdú-Bihar,1997,Z1,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.52,21.62,38,255
HU,HU-HE,Heves,1997,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.9,20.08,32,250
HU,HU-JN,Jász-Nagykun-Szolnok,1997,Z1,1,0,0.012913301141131968,0,0,0.46,0.0,5.46,47.17,20.18,40,257
HU,HU-KE,Komárom-Esztergom,1997,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.68,18.2,30,253
HU,HU-NO,Nógrád,1997,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,48.0,19.52,28,250
HU,HU-PE,Pest,1997,Z2,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.5,19.38,35,255
HU,HU-SO,Somogy,1997,Z3,43,0,0.9999684372068576,0,0,35.89,0.0,40.89,46.37,17.65,30,255
HU,HU-SZ,Szabolcs-Szatmár-Bereg,1997,Z1,18,0,0.8338967485066187,0,0,29.93,0.0,34.93,47.98,22.0,28,248
HU,HU-TO,Tolna,1997,Z2,12,0,0.38071842411903734,0,0,13.66,0.0,18.66,46.47,18.55,35,257
HU,HU-VA,Vas,1997,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.1,16.83,27,253
HU,HU-VE,Veszprém,1997,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,47.1,17.9,28,253
HU,HU-ZA,Zala,1997,Z3,0,0,0.009134684189400336,0,0,0.33,0.0,5.33,46.58,16.85,28,255
